Group,x,y,t,s,Reply,Gender
P,4.8570340857175,280.56103599051,0,1,Disagree,Male
S,-21.47295861527,-102.89021984715,0,0,Disagree,Female
P,14.319289342183,16.726071141533,0,1,Disagree,Male
R,1.8392435036782,279.36936238658,0,1,Disagree,Male
R,27.983892674085,-45.269062485206,0,1,Disagree,Male
P,12.886300325341,99.50489583635,0,0,Disagree,Female
P,-11.473419632983,201.12706677342,0,0,Disagree,Female
R,-4.7308722686632,323.17801275345,0,1,Disagree,Male
P,-1.5700008019665,296.60668455605,0,1,Disagree,Male
P,3.0306925350012,578.56847613285,0,0,Disagree,Female
Q,-11.478300604726,-164.75833239674,0,0,Disagree,Female
R,35.400992972963,90.465454006784,0,0,Disagree,Female
P,23.339546063607,151.98591980011,0,0,Disagree,Female
S,-24.418565754974,8.7145795238737,0,0,Disagree,Female
S,13.762950143666,7.1583395149365,0,1,Disagree,Male
Q,0.79335765298147,-220.88246948546,0,1,Disagree,Male
S,-19.916286992801,-137.69636852746,0,0,Disagree,Female
P,14.217957877655,110.08215711689,0,1,Disagree,Male
R,20.76129119739,-33.969623835743,0,1,Disagree,Male
Q,-13.282116212548,-219.6613776957,0,1,Disagree,Male
S,-10.480652492252,-87.520824712478,0,1,Disagree,Male
S,-32.300354037108,-179.74282818462,0,0,Disagree,Female
Q,-8.7241998849084,-70.662184548407,0,0,Disagree,Female
P,13.890505627212,129.75155440846,0,1,Disagree,Male
Q,3.5183744893961,-99.63119031332,0,1,Disagree,Male
R,-24.23647575883,380.65477503867,0,1,Disagree,Male
P,-9.6577405001306,303.75853346603,0,0,Disagree,Female
R,46.008970878557,46.621993456325,0,1,Disagree,Male
Q,-6.745974586227,-442.56418071294,0,1,Disagree,Male
Q,-7.0332620656273,-270.71879149867,0,1,Disagree,Male
Q,-2.8709934930648,107.46183114986,1,1,Agree,Male
S,-24.856701972828,-66.022093883726,0,0,Disagree,Female
P,25.030881540864,-170.27498065274,0,1,Disagree,Male
R,24.008323699705,302.5907343815,0,0,Disagree,Female
S,-2.6267295203296,-134.05046964532,1,1,Agree,Male
S,2.8398587386309,-48.587615562876,0,0,Disagree,Female
S,-20.585265524958,6.8539114011702,0,0,Disagree,Female
R,32.370524387514,-135.50106674782,0,1,Disagree,Male
R,30.19027375951,-31.971954360591,0,0,Disagree,Female
R,3.6507434913194,398.18106873249,0,1,Disagree,Male
R,12.944550262738,309.92865226601,0,1,Disagree,Male
P,9.7998270284384,112.25084373134,0,0,Disagree,Female
Q,-17.013659624855,-318.56465786582,0,1,Disagree,Male
S,-18.139876816021,-26.777638076235,0,0,Disagree,Female
S,4.7590536818649,-92.54013904023,1,1,Agree,Male
R,32.378294928641,-129.64928838967,1,0,Agree,Female
R,-0.24679647444132,210.68374025108,0,1,Disagree,Male
S,-16.616612629321,379.7945103812,1,0,Agree,Female
P,15.616299242534,470.38650078019,0,0,Disagree,Female
Q,-15.249780201469,-129.27194994794,0,0,Disagree,Female
Q,-10.218551444923,-172.43771564748,0,0,Disagree,Female
Q,-13.711218093387,-221.47615179442,0,1,Disagree,Male
P,11.536537833296,-81.73209805355,0,0,Disagree,Female
S,-2.2674969417357,23.549268912314,0,1,Disagree,Male
R,31.192347522915,253.24805272336,0,1,Disagree,Male
Q,7.4637086351699,-297.32771205079,0,0,Disagree,Female
P,3.0609229016401,87.208182025798,0,0,Disagree,Female
R,8.4885499325993,217.16975515018,0,0,Disagree,Female
Q,-28.496247990288,-30.292301908737,0,1,Disagree,Male
R,8.9427153235035,170.64712377202,0,1,Disagree,Male
S,-14.441792405882,-28.63523764286,0,1,Disagree,Male
R,32.347404695743,-119.8363488502,0,0,Disagree,Female
Q,-6.1450592750428,-16.313630503283,0,1,Disagree,Male
P,-8.5316203728,435.52627082007,0,1,Disagree,Male
Q,-7.970628909753,-15.798536359704,0,1,Disagree,Male
P,-7.6522824050171,377.41509140116,0,1,Disagree,Male
P,22.430146545838,29.742016901608,0,0,Disagree,Female
P,1.081509207879,264.10459721419,0,0,Disagree,Female
R,6.3899884388735,17.121013512426,0,1,Disagree,Male
R,8.644743638879,388.28626549164,0,1,Disagree,Male
Q,-22.385955027019,-293.67018345402,0,1,Disagree,Male
R,-5.713132721704,147.97046837675,0,0,Disagree,Female
R,-35.106910973837,422.9912967612,0,0,Disagree,Female
Q,-13.86835700733,-353.00951606222,0,0,Disagree,Female
Q,13.345575795204,-93.342445545058,0,0,Disagree,Female
R,3.6047219115331,67.193488564898,0,1,Disagree,Male
Q,-30.790438557877,-21.369366650642,1,1,Agree,Male
R,9.2825681233232,248.60046543023,0,0,Disagree,Female
R,-11.122421456558,175.17432349416,0,0,Disagree,Female
Q,-3.7164637473023,-221.38527757506,0,0,Disagree,Female
R,46.026459342347,-62.912127308041,0,0,Disagree,Female
Q,-9.0405774610306,-165.20438634055,0,1,Disagree,Male
P,17.522678773628,254.64197917359,0,0,Disagree,Female
R,-6.4959193856902,276.56148810618,0,1,Disagree,Male
P,11.723844101058,171.87551585812,0,0,Disagree,Female
P,9.3649269046099,420.33615919544,0,1,Disagree,Male
P,21.63017413096,44.968565511503,0,0,Disagree,Female
Q,-5.6536506198596,-121.26326777519,0,0,Disagree,Female
S,-22.712807596993,2.2175479541615,0,0,Disagree,Female
R,28.010811784775,-46.880850428194,0,0,Disagree,Female
P,0.75204861012848,176.84377268974,0,0,Disagree,Female
P,15.443640015295,25.222543249942,0,0,Disagree,Female
R,7.2307577283265,413.3898490115,0,0,Disagree,Female
Q,5.3212874193309,21.754686158502,0,1,Disagree,Male
Q,0.58870675209384,-164.41760789296,1,0,Agree,Female
P,11.238698077034,381.2775311462,0,1,Disagree,Male
R,-41.932596687662,466.5836386078,0,0,Disagree,Female
R,-4.2758510295655,173.15870353075,0,1,Disagree,Male
P,-0.72054266730348,191.5278395808,0,0,Disagree,Female
P,7.5919026977345,1.028300456716,0,1,Disagree,Male
P,4.4436714423092,294.11444540094,0,1,Disagree,Male
Q,0.90132792382563,-258.69200494499,0,1,Disagree,Male
S,-16.01200355264,-243.94815072415,0,0,Disagree,Female
S,-8.6698384600085,6.2283654325774,0,1,Disagree,Male
P,-1.440184301436,451.59248293219,0,0,Disagree,Female
R,-9.5772913529432,328.41365956534,0,0,Disagree,Female
R,-16.278904713354,367.8555438462,0,0,Disagree,Female
S,30.612552349275,-81.99673421867,1,1,Agree,Male
S,-0.82108402104167,-0.86841657798193,0,0,Disagree,Female
R,-55.34209391025,737.91312023807,0,0,Disagree,Female
S,-4.5315148725787,-199.2184662005,0,0,Disagree,Female
R,6.3817735590887,-57.224300121527,0,0,Disagree,Female
S,-14.574237339,34.716722054741,1,1,Agree,Male
P,-4.3628531607626,445.29307806412,0,1,Disagree,Male
R,11.057614278075,-58.348752157925,0,1,Disagree,Male
P,2.2643025085629,172.81085049166,0,1,Disagree,Male
S,-39.252342456138,-128.04579624536,0,1,Disagree,Male
S,-5.9182233754165,38.759644287061,0,0,Disagree,Female
P,14.627346086608,81.788074284228,0,1,Disagree,Male
R,-26.954874829368,513.51551572397,0,0,Disagree,Female
Q,3.9859024826372,-225.40761684273,0,1,Disagree,Male
S,-23.291478635413,-172.78632883485,0,1,Disagree,Male
P,6.2005917621779,272.67973113697,0,1,Disagree,Male
S,-17.791095862999,145.97758484817,1,1,Agree,Male
P,31.711759079579,20.629345814525,0,0,Disagree,Female
Q,-11.533897235773,-92.373167360841,0,1,Disagree,Male
R,-16.463870741177,174.80796071832,0,1,Disagree,Male
Q,-11.492182454323,-89.093732865571,0,0,Disagree,Female
P,2.3305505771798,143.50451552705,0,1,Disagree,Male
Q,-11.99314460158,4.5507021367321,0,0,Disagree,Female
P,-16.771580963289,545.18315488015,0,0,Disagree,Female
R,24.608374341209,-56.197138721215,0,0,Disagree,Female
S,-3.7411750130081,-371.35565602936,0,0,Disagree,Female
Q,-2.9700053827697,-89.21839684165,0,0,Disagree,Female
Q,0.36331122478625,-112.71088479166,0,1,Disagree,Male
R,-26.105501683944,298.18861527191,0,0,Disagree,Female
R,-14.097487086941,163.15544632783,0,0,Disagree,Female
S,5.4759229540247,-492.58072734837,0,0,Disagree,Female
S,0.21685911631996,-253.68385607455,0,1,Disagree,Male
P,13.600036373176,335.03890355585,0,1,Disagree,Male
Q,12.614151218261,-224.46810370473,0,1,Disagree,Male
Q,-11.409353549783,-199.92103361474,1,1,Agree,Male
P,-1.8452532025265,257.96744368177,0,1,Disagree,Male
R,34.029793576817,19.426842093201,0,1,Disagree,Male
R,23.135364744875,5.4079742093607,0,1,Disagree,Male
Q,2.6041099981424,-111.24605200731,1,1,Agree,Male
R,25.012664181186,-21.071511261664,0,0,Disagree,Female
R,25.671738382742,176.71885107864,0,0,Disagree,Female
R,-14.685092530067,531.0051369709,0,0,Disagree,Female
S,18.694982280347,-153.96330499834,0,1,Disagree,Male
Q,-28.896921818097,-187.86255215149,0,0,Disagree,Female
S,-21.212469111296,139.7200442067,1,1,Agree,Male
R,13.066425789179,264.74586454814,0,1,Disagree,Male
P,19.683725237699,-115.82461948079,0,0,Disagree,Female
S,3.4563233076857,146.18500874666,1,1,Agree,Male
Q,13.256967613128,-36.747586571494,0,0,Disagree,Female
R,-31.600984644425,607.15160703061,0,1,Disagree,Male
S,-21.236292631475,77.278397585861,1,1,Agree,Male
P,11.24074462859,271.67709586987,0,1,Disagree,Male
R,-18.745241920345,333.44006104928,0,0,Disagree,Female
S,-27.328197308038,217.07480572773,1,1,Agree,Male
P,-3.4966393301713,163.16538053479,0,0,Disagree,Female
S,-6.3842433073484,114.66138276768,0,0,Disagree,Female
P,8.8556094923316,332.2156796638,0,0,Disagree,Female
P,1.3574802188005,450.14250701533,0,1,Disagree,Male
R,21.019621467227,157.11217376642,0,1,Disagree,Male
R,-5.6153237766658,315.05241148316,0,0,Disagree,Female
P,8.5014083532157,182.73227760928,0,1,Disagree,Male
Q,-8.20158062419,-117.883935383,1,0,Agree,Female
S,11.291445870554,-106.00299096573,1,0,Agree,Female
P,22.617900840295,-139.39199342131,0,0,Disagree,Female
Q,-6.0346317314704,-97.167430597435,0,1,Disagree,Male
R,-39.321622393244,596.43511721605,0,1,Disagree,Male
Q,-20.249435126898,-112.13622144011,0,1,Disagree,Male
Q,-19.647402739919,-145.55614778053,0,0,Disagree,Female
R,42.437183800823,-136.97811361355,0,0,Disagree,Female
Q,16.402336307989,-18.213035840175,0,1,Disagree,Male
S,-9.048169087641,-139.38520264504,0,0,Disagree,Female
Q,-19.490007901792,-171.52091586055,0,1,Disagree,Male
Q,-12.733981014105,-248.30831511752,0,1,Disagree,Male
Q,0.4069202590766,-380.50029203738,0,0,Disagree,Female
R,46.939386913525,64.684829354605,0,1,Disagree,Male
Q,8.9368042326238,-167.90439362959,0,1,Disagree,Male
P,-8.678062580376,372.20601805356,0,0,Disagree,Female
R,-13.132396431701,426.55321002684,0,1,Disagree,Male
P,12.025702180353,252.7141862026,0,1,Disagree,Male
R,-27.191982162274,312.24151267681,0,1,Disagree,Male
R,1.7184448143088,379.45658895069,0,1,Disagree,Male
P,9.1657322566797,10.852081661975,0,0,Disagree,Female
Q,-9.5259909245772,-99.283499959057,0,1,Disagree,Male
P,-9.95276365101,266.72918069723,0,0,Disagree,Female
R,1.4084969546685,228.61191312159,0,0,Disagree,Female
P,12.317458410895,80.545755301391,0,1,Disagree,Male
P,3.2140238416446,-66.4415083972,0,1,Disagree,Male
P,-0.46298223615763,264.65140288679,0,0,Disagree,Female
Q,-0.27506476793208,-258.99568339251,1,1,Agree,Male
P,14.573936594917,38.581287806659,0,0,Disagree,Female
Q,-13.189970593057,-182.50391001883,0,1,Disagree,Male
Q,-14.68035431657,-145.52440118255,0,0,Disagree,Female
P,-4.4393810417686,136.73823228187,0,1,Disagree,Male
Q,-19.576020617306,-249.27444030916,0,1,Disagree,Male
P,-4.5589094970184,353.01437740122,0,1,Disagree,Male
S,33.517713757939,-84.453043090391,0,0,Disagree,Female
R,-25.144756360978,308.25289070432,0,1,Disagree,Male
R,-28.148915311857,257.4085424074,0,0,Disagree,Female
P,6.533287868152,135.99155426537,0,0,Disagree,Female
Q,-6.7300619290816,94.00737507502,0,0,Disagree,Female
P,27.898252936964,-193.99400175037,0,0,Disagree,Female
R,-22.33894795428,568.38203538506,0,1,Disagree,Male
P,35.205366655814,-234.86810845317,0,0,Disagree,Female
Q,1.1754534790178,-223.30579490043,0,1,Disagree,Male
Q,-11.436120930797,-225.58933503674,0,0,Disagree,Female
S,-23.494392829712,117.07486419337,0,1,Disagree,Male
R,-61.656524196573,668.28523801932,0,0,Disagree,Female
S,18.073541255236,-298.97475388971,0,1,Disagree,Male
R,25.122025414427,-103.76920906164,0,1,Disagree,Male
Q,4.3960770174843,-150.30467760717,0,0,Disagree,Female
P,12.111334846407,-49.157615431658,0,1,Disagree,Male
R,29.938667871495,34.942557845704,0,0,Disagree,Female
R,19.045310316628,51.931267967416,0,0,Disagree,Female
S,-9.7495217205721,-75.036916378437,0,1,Disagree,Male
Q,-19.334125215343,-48.374440394051,0,1,Disagree,Male
P,-12.46557245984,505.77037720046,0,1,Disagree,Male
R,-17.817117581524,426.11058182274,0,0,Disagree,Female
R,-12.148489647148,317.55169130189,0,0,Disagree,Female
Q,-17.919608083516,-343.09673475665,0,1,Disagree,Male
Q,-15.056886389878,-44.946089304958,0,1,Disagree,Male
P,-3.7215178151249,300.35234302997,0,1,Disagree,Male
P,31.479588698353,99.276620407718,0,1,Disagree,Male
R,-39.167219550427,714.4968310243,0,0,Disagree,Female
R,-51.525665537699,918.20371020409,0,1,Disagree,Male
P,8.733693504582,276.92660509233,0,0,Disagree,Female
P,16.875051016861,30.006772705823,0,0,Disagree,Female
Q,-10.009680845314,2.1938952958183,0,1,Disagree,Male
P,5.9321137722265,114.83523677096,0,0,Disagree,Female
R,-57.128973132991,834.73212617577,0,1,Disagree,Male
R,-15.46088649354,509.44761074029,0,0,Disagree,Female
P,7.160952927154,215.95762224447,0,0,Disagree,Female
S,-3.6925944116398,-81.511101880814,1,1,Agree,Male
R,-11.515770077014,357.85529156954,0,0,Disagree,Female
P,-0.63038565201237,300.45397946865,0,0,Disagree,Female
P,24.949513803213,77.701654561191,0,0,Disagree,Female
Q,-7.0974760163098,-203.05058822597,0,1,Disagree,Male
R,-16.477070548328,372.62691828451,0,1,Disagree,Male
P,5.1987516853021,327.97715036803,0,1,Disagree,Male
P,16.668337850211,128.46240571861,0,1,Disagree,Male
Q,-18.559428014587,-230.7911154394,0,0,Disagree,Female
R,-30.026484854997,454.61768785148,0,1,Disagree,Male
R,1.5585910522186,158.14174791153,0,0,Disagree,Female
P,-0.0040345503967458,469.81235473641,0,1,Disagree,Male
Q,0.80078374166078,-210.71275008829,0,1,Disagree,Male
R,-8.0499598155962,-4.3647747888996,0,0,Disagree,Female
P,-4.5018990233084,96.408846448832,0,1,Disagree,Male
R,-20.679748530351,341.21359087025,0,0,Disagree,Female
P,5.6321678546407,205.8514237175,0,1,Disagree,Male
R,14.564165268822,68.190147199757,0,1,Disagree,Male
P,18.7951713711,-0.042651325949748,0,0,Disagree,Female
P,6.8560540838428,37.818701333748,0,0,Disagree,Female
S,-36.444466158489,176.71257667649,0,1,Disagree,Male
R,-21.84573486673,374.76255466825,0,1,Disagree,Male
S,-6.874835675524,161.12987884466,0,0,Disagree,Female
P,-10.593241026436,346.79763178425,0,1,Disagree,Male
R,4.2725078581239,184.31346177231,0,0,Disagree,Female
R,-41.622040567278,379.44624741443,0,1,Disagree,Male
Q,-8.0153763233756,-38.580609679958,0,1,Disagree,Male
R,13.514358257183,104.1053207275,0,1,Disagree,Male
Q,-4.5557183369788,-24.63721330447,0,0,Disagree,Female
R,57.277354786302,-19.337259522331,0,0,Disagree,Female
S,-57.179498980371,37.807237859726,0,0,Disagree,Female
R,19.279395009521,-12.719483270645,0,1,Disagree,Male
R,11.244718459549,123.70520471675,0,0,Disagree,Female
R,19.21216900284,224.78667413946,0,0,Disagree,Female
Q,-7.2056536982794,-180.92312247489,0,1,Disagree,Male
R,-56.958657302874,826.05694608952,0,0,Disagree,Female
S,-15.025994588167,-111.09121991838,0,1,Disagree,Male
R,-43.932761539208,585.8197475196,0,1,Disagree,Male
P,22.099828080786,301.19699884495,0,0,Disagree,Female
P,3.6728494445201,16.27298829205,0,1,Disagree,Male
S,-3.7455303923905,-48.110416545584,0,1,Disagree,Male
R,10.943667585004,286.88415311039,0,1,Disagree,Male
S,-7.8584590022724,-47.76849614818,0,1,Disagree,Male
R,39.883008956389,-140.26154133131,0,0,Disagree,Female
Q,-11.595763284525,-81.709357891562,1,0,Agree,Female
S,-16.951868706826,-179.94931567365,0,0,Disagree,Female
Q,8.0617030514692,-262.88294039754,0,1,Disagree,Male
R,-32.327744516231,364.65981190217,0,0,Disagree,Female
R,-1.835536307113,54.022328370261,0,1,Disagree,Male
R,8.0711131194006,-101.45209007126,0,0,Disagree,Female
S,-21.794748118983,-147.28833297793,0,1,Disagree,Male
S,5.3857529905558,61.765593312572,0,1,Disagree,Male
S,-27.65235008516,-5.965519814736,0,0,Disagree,Female
S,-23.766565580744,-194.40491322913,1,1,Agree,Male
R,-38.999850769527,571.75852716424,0,0,Disagree,Female
P,1.9153630709813,85.457738721956,0,1,Disagree,Male
S,4.8202838407924,-28.716761008239,0,0,Disagree,Female
S,-22.282210881488,19.722572051791,0,1,Disagree,Male
P,1.1085865041747,24.708695676973,0,1,Disagree,Male
S,10.316762314326,-366.03762291001,0,1,Disagree,Male
R,-29.932042892525,840.92752761158,0,1,Disagree,Male
Q,1.9593761516546,-321.97647369512,0,1,Disagree,Male
S,0.12424157565657,-335.98317476268,0,1,Disagree,Male
S,-37.091100197794,119.53825864547,0,1,Disagree,Male
Q,-7.7778124137678,77.115466561222,0,1,Disagree,Male
S,34.111917981464,-63.784361675281,0,1,Disagree,Male
S,-62.910349819302,114.15315730318,0,0,Disagree,Female
Q,-9.9644104218876,-30.284685692417,0,1,Disagree,Male
S,6.2330639125933,-3.4652642279236,1,1,Agree,Male
Q,-5.7610368848597,-162.83078635662,0,1,Disagree,Male
R,-6.9915002630984,146.80891842805,0,0,Disagree,Female
Q,-12.703940817483,-214.83552565045,1,0,Agree,Female
R,27.177526235663,78.461300840816,0,1,Disagree,Male
S,-24.282976821662,7.4754955905841,0,0,Disagree,Female
Q,6.6344231640149,-13.324134001659,0,1,Disagree,Male
Q,-26.748620528611,-285.2001477099,0,0,Disagree,Female
P,25.443381135093,-68.462465327914,0,1,Disagree,Male
R,40.681416707896,-16.481145126038,0,1,Disagree,Male
S,6.2995001162866,-78.367754403673,0,0,Disagree,Female
P,17.316218041962,263.9371133777,0,1,Disagree,Male
R,-36.25681009109,573.99249504879,0,0,Disagree,Female
R,-0.25215434061929,115.39041260415,0,0,Disagree,Female
Q,-1.0045622838682,-35.275400483178,0,1,Disagree,Male
Q,3.453910920049,-53.171940442255,0,1,Disagree,Male
S,-20.417920917467,-151.88449426363,0,1,Disagree,Male
Q,-3.1323493417037,-98.247197562478,0,1,Disagree,Male
S,-2.9698545997822,-268.37207952532,0,0,Disagree,Female
Q,-4.6851543275105,70.777528822318,0,0,Disagree,Female
P,-19.006588250402,340.79361107005,0,1,Disagree,Male
P,7.4269087344533,284.59871668816,0,0,Disagree,Female
R,50.79730261946,-184.86839994642,0,1,Disagree,Male
S,9.6781435495606,111.85106916067,0,0,Disagree,Female
R,-39.316353528908,719.87642438052,0,0,Disagree,Female
S,-13.934702077384,-224.74431512726,0,0,Disagree,Female
Q,-3.863591714233,-330.0053151832,0,1,Disagree,Male
S,-2.7480357045997,-62.997271029743,0,0,Disagree,Female
P,-1.987147258123,286.00395700941,0,0,Disagree,Female
P,19.719053586348,-55.908844210631,0,0,Disagree,Female
R,-25.122990290692,547.59498425554,0,1,Disagree,Male
P,10.024362201814,216.95310089828,0,0,Disagree,Female
R,43.174510402686,1.290231630807,0,1,Disagree,Male
P,18.688925784402,144.0181658459,0,0,Disagree,Female
P,18.100319869397,170.98458652198,0,0,Disagree,Female
S,3.2874743846653,-106.49145920039,1,1,Agree,Male
R,-38.989478038619,613.00926843705,0,1,Disagree,Male
P,3.6231344144899,403.04583918212,0,0,Disagree,Female
P,13.369698488326,-2.4786522833065,0,0,Disagree,Female
P,5.535236894868,359.06284715238,0,1,Disagree,Male
Q,-24.04405813154,27.449566870206,0,0,Disagree,Female
P,10.994970719793,12.73471794917,0,1,Disagree,Male
P,18.334665017358,150.74408518418,0,1,Disagree,Male
R,25.82494300456,124.54553623337,0,0,Disagree,Female
R,16.395985951366,120.69501783638,0,1,Disagree,Male
P,-5.8516342499534,471.49534226232,0,0,Disagree,Female
Q,-5.6167558318082,-363.40201024078,0,1,Disagree,Male
P,2.9983677631236,171.22619551431,0,1,Disagree,Male
Q,-9.9498722604243,-149.24791142263,0,0,Disagree,Female
